variant,seed,pipeline,regime,metric,ell,mean,median,ci_low,ci_high,accuracy
no_drift,2,B,1,DeltaCyc,4,-0.0008561765334014676,-0.000725395463264264,-0.000916127513273967,-0.0007964855671978412,0.8446
no_drift,2,B,2,PR,,7.925303896316973,7.999322412970612,7.895811410454907,7.954317854190286,0.8446
no_drift,2,B,2,DeltaCyc,2,-0.010399815731612376,-0.009735273322973415,-0.010874584320336977,-0.009927316033098346,0.8446
no_drift,2,B,2,DeltaCyc,3,0.004166395532522979,0.0037724157571381867,0.003969574616667722,0.004361584032027588,0.8446
no_drift,2,B,2,DeltaCyc,4,-0.0008912302337406655,-0.0008160331785319053,-0.000950858880849734,-0.0008310596275421178,0.8446
no_drift,2,B,3,PR,,7.938543216534753,7.999340333633972,7.909419565293258,7.96431923378344,0.8446
no_drift,2,B,3,DeltaCyc,2,-0.009814224442886429,-0.009319329525044995,-0.010283146113481089,-0.009338137120206952,0.8446
no_drift,2,B,3,DeltaCyc,3,0.004028651374179904,0.003536653737446771,0.0038365428997701027,0.004226533113072742,0.8446
no_drift,2,B,3,DeltaCyc,4,-0.0009058227752025089,-0.0008196335066764371,-0.0009657533084462673,-0.0008471075550955026,0.8446
no_injection,2,A,0,PR,,7.8207023631674,7.980383086637678,7.78674536509054,7.851043686007891,0.6998
no_injection,2,A,0,DeltaCyc,2,0.03831784330848428,0.03839347331735665,0.03554793445253827,0.041030610051387105,0.6998
no_injection,2,A,0,DeltaCyc,3,-0.01824910790379057,-0.016900255843046885,-0.019739318640999027,-0.016742035815203452,0.6998
no_injection,2,A,0,DeltaCyc,4,0.0036796203606089227,0.002817784072402185,0.002936427931016893,0.004415537192846752,0.6998
no_injection,2,A,1,PR,,7.850921017940553,7.982938521611715,7.819862437513136,7.878669461828682,0.6998
no_injection,2,A,1,DeltaCyc,2,0.03557970493493425,0.03494996996967631,0.03290374226216973,0.038296372130906246,0.6998
no_injection,2,A,1,DeltaCyc,3,-0.016535438882388613,-0.016229780027204543,-0.017978525139113,-0.015087560292724863,0.6998
no_injection,2,A,1,DeltaCyc,4,0.0036866013873692984,0.0032302344842376485,0.0029705415684554396,0.004402036791444629,0.6998
no_injection,2,A,2,PR,,7.847764246068228,7.983059449420648,7.817046250628114,7.876543450131718,0.6998
no_injection,2,A,2,DeltaCyc,2,0.03490720551196124,0.034394706931150265,0.032220861495790905,0.037585216401131924,0.6998
no_injection,2,A,2,DeltaCyc,3,-0.01574344419806243,-0.015089287575620364,-0.017148568199238563,-0.014309775954048783,0.6998
no_injection,2,A,2,DeltaCyc,4,0.0032285858480176144,0.002657434220132343,0.002529082221876012,0.0039114636474633846,0.6998
no_injection,2,A,3,PR,,7.844668449329845,7.9831603355934,7.812171323204208,7.874729108748344,0.6998
no_injection,2,A,3,DeltaCyc,2,0.03256973655185902,0.03039816431298059,0.02983947989591828,0.035238148209785734,0.6998
no_injection,2,A,3,DeltaCyc,3,-0.015279641064823908,-0.014710108797568455,-0.01671745349901098,-0.013841869714010024,0.6998
no_injection,2,A,3,DeltaCyc,4,0.0031299581196643925,0.0026202868999895546,0.002465793697438793,0.003804718157359795,0.6998
no_injection,2,B,0,PR,,7.780064813680573,7.999802122767247,7.729144400749659,7.829581499696645,0.6998
no_injection,2,B,0,DeltaCyc,2,0.0016875681536914656,0.0007855213800793681,0.0014912721709646288,0.0018824005543167331,0.6998
no_injection,2,B,0,DeltaCyc,3,-0.0006642788041959564,-0.00036796317587106664,-0.0007389092117200764,-0.0005873934278396182,0.6998
no_injection,2,B,0,DeltaCyc,4,0.00011001830601837278,8.575321286530269e-05,8.296554396213227e-05,0.00013611622386010454,0.6998
no_injection,2,B,1,PR,,7.764393558986316,7.999777445840226,7.710023964693469,7.815526298341901,0.6998
no_injection,2,B,1,DeltaCyc,2,0.0017516722785620709,0.0010509947372345785,0.0015696640476623015,0.0019306243848013875,0.6998
no_injection,2,B,1,DeltaCyc,3,-0.0007124590243147623,-0.00041174342427796606,-0.0007857265723997865,-0.0006396099464559079,0.6998
no_injection,2,B,1,DeltaCyc,4,0.0001449622734254576,0.00010417328761591627,0.00011937932667267997,0.00017045511183307627,0.6998
no_injection,2,B,2,PR,,7.836054413576872,7.999782669060574,7.790704858202428,7.8784319646464365,0.6998
no_injection,2,B,2,DeltaCyc,2,0.0017337540015098475,0.0010501001172572022,0.0015542483744517806,0.001912647334342714,0.6998
no_injection,2,B,2,DeltaCyc,3,-0.0006704412683138512,-0.0003939003206521463,-0.0007430948968301078,-0.0005976853075988438,0.6998
no_injection,2,B,2,DeltaCyc,4,0.00014204211040012987,8.408872255422084e-05,0.00011643411395020934,0.0001677110623904457,0.6998
no_injection,2,B,3,PR,,7.7808648545560555,7.999818827743832,7.728881221105685,7.8325437488650325,0.6998
no_injection,2,B,3,DeltaCyc,2,0.0016865803906114172,0.0008855907142595321,0.0015088057979822916,0.0018686313615836373,0.6998
no_injection,2,B,3,DeltaCyc,3,-0.0006515775131114008,-0.00035447962989904047,-0.0007231998930114042,-0.0005806988789002247,0.6998
no_injection,2,B,3,DeltaCyc,4,0.00012986633980804956,8.222542741992411e-05,0.00010491817659954772,0.0001547117956108345,0.6998
no_injection,1,A,0,PR,,7.183266073746781,7.886504290440754,7.1168463742103665,7.248362747935327,0.624
no_injection,1,A,0,DeltaCyc,2,0.06470027073451692,0.06317290510473561,0.06095411211224874,0.06854338339804077,0.624
no_injection,1,A,0,DeltaCyc,3,-0.04358299618821172,-0.03745673062642267,-0.04597612049213171,-0.04129689531657137,0.624
no_injection,1,A,0,DeltaCyc,4,0.01407717520757628,0.010770063154776521,0.01274675635401308,0.015439675127420845,0.624
no_injection,1,A,1,PR,,7.024784224988875,7.872374063872117,6.949673808398734,7.097397412094503,0.624
no_injection,1,A,1,DeltaCyc,2,0.06874370606695052,0.06514059041758974,0.0648854770313184,0.0727064823432743,0.624
no_injection,1,A,1,DeltaCyc,3,-0.047057979234390424,-0.038928012207496976,-0.049521123778301326,-0.044590705681035445,0.624
no_injection,1,A,1,DeltaCyc,4,0.016414735168199385,0.011611539896595913,0.015000511316765861,0.017836452076363318,0.624
no_injection,1,A,2,PR,,6.995067077171124,7.854605948246549,6.9227181890296,7.065607901503933,0.624
no_injection,1,A,2,DeltaCyc,2,0.07008525541020152,0.06958870119084698,0.06641754891229272,0.07380750502355031,0.624
no_injection,1,A,2,DeltaCyc,3,-0.04863664712253015,-0.04109248333642715,-0.051009205886524855,-0.046265935005082096,0.624
no_injection,1,A,2,DeltaCyc,4,0.017109857274600744,0.012162416744914556,0.015753846172208888,0.018462610598780113,0.624
no_injection,1,A,3,PR,,6.939168460064318,7.833633849809615,6.864285072230498,7.013402346289477,0.624
no_injection,1,A,3,DeltaCyc,2,0.06983155893706444,0.06970533462137773,0.06596970536301539,0.07379529766792309,0.624
no_injection,1,A,3,DeltaCyc,3,-0.048993562412987066,-0.04332927579435242,-0.0515290841468947,-0.04655457345831534,0.624
no_injection,1,A,3,DeltaCyc,4,0.016813327963177655,0.012985498273408141,0.015401320431252074,0.01828869784441859,0.624
no_injection,1,B,0,PR,,7.66972012894088,7.9998543510786195,7.606283440451555,7.729968433751406,0.624
no_injection,1,B,0,DeltaCyc,2,0.002897118647604139,0.0018236144927313291,0.0026855985585461464,0.0031097761222848076,0.624
no_injection,1,B,0,DeltaCyc,3,-0.001422012216367568,-0.0009485429541340462,-0.001508914506788919,-0.001335504447435671,0.624
no_injection,1,B,0,DeltaCyc,4,0.00042472379800291115,0.0003275931241008001,0.0003956380447644127,0.0004533509136192787,0.624
no_injection,1,B,1,PR,,7.581678634390124,7.999854298798425,7.509360817301539,7.650804459435163,0.624
no_injection,1,B,1,DeltaCyc,2,0.0037688526561064683,0.002342876458254539,0.003529519046384349,0.00400943109538846,0.624
no_injection,1,B,1,DeltaCyc,3,-0.0017593496394517794,-0.001190409338826387,-0.0018569174232609925,-0.001663856122590815,0.624
no_injection,1,B,1,DeltaCyc,4,0.0005299253780427647,0.0004044780986315055,0.0004994154860421078,0.0005605379721514976,0.624
no_injection,1,B,2,PR,,7.635481596271293,7.99984760271753,7.570169729109767,7.6977156813659855,0.624
no_injection,1,B,2,DeltaCyc,2,0.0035867091556754734,0.0023675341706328457,0.003343956449216911,0.003830606389737318,0.624
no_injection,1,B,2,DeltaCyc,3,-0.0017241352043829165,-0.0011943257756588943,-0.0018191263826329955,-0.0016292249744158912,0.624
no_injection,1,B,2,DeltaCyc,4,0.0005236515513473783,0.0004120159296213399,0.0004936893349422279,0.0005530683807463696,0.624
no_injection,1,B,3,PR,,7.624055575872298,7.999860098247149,7.55605694887955,7.68882022693483,0.624
no_injection,1,B,3,DeltaCyc,2,0.003504720740230626,0.002255383235877373,0.0032743905512061812,0.0037396388553101226,0.624
no_injection,1,B,3,DeltaCyc,3,-0.0017226736040985018,-0.0011796002641450976,-0.0018148202752928388,-0.0016319634746831883,0.624
no_injection,1,B,3,DeltaCyc,4,0.0005325491152630622,0.00041143038125071585,0.00050407456217364,0.0005607589427867491,0.624
no_injection,0,A,0,PR,,7.828494208729935,7.981726527984184,7.80008265261895,7.854643082011556,0.637
no_injection,0,A,0,DeltaCyc,2,0.051616467331633616,0.04871287249599665,0.04896229926213899,0.05419385497851561,0.637
no_injection,0,A,0,DeltaCyc,3,-0.02619235772375186,-0.023132099206020662,-0.027638901726320407,-0.024725053024850382,0.637
no_injection,0,A,0,DeltaCyc,4,0.007021532167739458,0.005583051606411926,0.006282747015825601,0.00773155675211621,0.637
no_injection,0,A,1,PR,,7.790746970519575,7.97908742960639,7.756877948862384,7.821724072107113,0.637
no_injection,0,A,1,DeltaCyc,2,0.054017924676823016,0.05291675153887104,0.05136089750751595,0.056612876380262564,0.637
no_injection,0,A,1,DeltaCyc,3,-0.028426034495058438,-0.025400200558772623,-0.029930050747711445,-0.0269189547052341,0.637
no_injection,0,A,1,DeltaCyc,4,0.007773897505372944,0.006116857346413346,0.006990948140394335,0.008534049212939102,0.637
no_injection,0,A,2,PR,,7.771721802669493,7.975884808938641,7.734632315195606,7.806053579779451,0.637
no_injection,0,A,2,DeltaCyc,2,0.05354393803901815,0.049640054833526515,0.050811652378924224,0.05631034415568694,0.637
no_injection,0,A,2,DeltaCyc,3,-0.02767423150005997,-0.024844172481510024,-0.029267753357588286,-0.02607020929018336,0.637
no_injection,0,A,2,DeltaCyc,4,0.007640969632051545,0.005846240997833874,0.0068545013913556396,0.008441302944436426,0.637
no_injection,0,A,3,PR,,7.804792692206619,7.978018273543121,7.773982638802355,7.833324804135016,0.637
no_injection,0,A,3,DeltaCyc,2,0.05506209542634129,0.052946817298127224,0.052395138797492746,0.05770644795058801,0.637
no_injection,0,A,3,DeltaCyc,3,-0.028906516208424517,-0.02637005945703863,-0.03042007015700674,-0.02739979152407088,0.637
no_injection,0,A,3,DeltaCyc,4,0.008552029234480847,0.006736734115641463,0.007783885109281666,0.009335243042623774,0.637
no_injection,0,B,0,PR,,7.817389800782041,7.999779549199572,7.770296861767083,7.86134750318871,0.637
no_injection,0,B,0,DeltaCyc,2,0.005854936085916755,0.0043142689923127975,0.005558192878707321,0.006151200601170823,0.637
no_injection,0,B,0,DeltaCyc,3,-0.0022018694691566757,-0.001704080331771829,-0.0023069266319831142,-0.0020977460348005584,0.637
no_injection,0,B,0,DeltaCyc,4,0.0005727502466427936,0.0004921549476630815,0.0005391073784231275,0.0006061061349866132,0.637
no_injection,0,B,1,PR,,7.763570856148001,7.999770667765099,7.708714626360285,7.816688843007982,0.637
no_injection,0,B,1,DeltaCyc,2,0.006077444963868271,0.0044039969090569064,0.005776116336661589,0.006375629200152973,0.637
no_injection,0,B,1,DeltaCyc,3,-0.002333736541265038,-0.001802485771243728,-0.0024465818689564153,-0.0022251588563674757,0.637
no_injection,0,B,1,DeltaCyc,4,0.0006202744753618567,0.0005413944239457402,0.0005856583088277746,0.0006555889307851123,0.637
no_injection,0,B,2,PR,,7.780944108603707,7.999746098219315,7.72823098483176,7.830468707927997,0.637
no_injection,0,B,2,DeltaCyc,2,0.006270274678000682,0.00460142760269916,0.005951888555647077,0.006585741860347511,0.637
no_injection,0,B,2,DeltaCyc,3,-0.0024640540013507036,-0.001891450181979365,-0.0025809527791303393,-0.002350084361369146,0.637
no_injection,0,B,2,DeltaCyc,4,0.0006642662766985554,0.0005674523045297863,0.0006260393000419722,0.0007020028213676673,0.637
no_injection,0,B,3,PR,,7.783894502694911,7.9997750939960675,7.732452329146622,7.833756901223497,0.637
no_injection,0,B,3,DeltaCyc,2,0.006214103042027696,0.004474827175323992,0.00590419143333949,0.006532860952410167,0.637
no_injection,0,B,3,DeltaCyc,3,-0.002419557843940618,-0.0017899884320654036,-0.002538338081357197,-0.0023039708510192705,0.637
no_injection,0,B,3,DeltaCyc,4,0.0006410111477337127,0.0005432162138573338,0.0006029744318549265,0.0006796616163681034,0.637
mechanism,2,A,0,PR,,7.9616707869384795,7.995595130337369,7.943154425494521,7.97736432071297,0.8046
mechanism,2,A,0,DeltaCyc,2,-0.00867980170148181,-0.006511211012154572,-0.010663079942178355,-0.0066180150864846785,0.8046
mechanism,2,A,0,DeltaCyc,3,0.0052647411734281085,0.003402386866810714,0.004304915425938049,0.0062099122060893484,0.8046
mechanism,2,A,0,DeltaCyc,4,-0.0035016527640092695,-0.0028339030519015096,-0.003864478716842074,-0.003138180358913137,0.8046
mechanism,2,A,1,PR,,7.958909659149601,7.995453915359519,7.9389297598161095,7.975427977305701,0.8046
mechanism,2,A,1,DeltaCyc,2,-0.008982833377756414,-0.0057795688195868,-0.011016756173767215,-0.007007243617708852,0.8046
mechanism,2,A,1,DeltaCyc,3,0.005561242360497402,0.004001528977055913,0.00458372602657426,0.006530260900522685,0.8046
mechanism,2,A,1,DeltaCyc,4,-0.0033838235489581153,-0.002841604324144917,-0.0037502787522233558,-0.0030270543388519083,0.8046
mechanism,2,A,2,PR,,7.971059331259459,7.995482917635325,7.955113432453626,7.984051468287103,0.8046
mechanism,2,A,2,DeltaCyc,2,-0.01294872887452823,-0.00958741171647784,-0.015048496593633252,-0.010896887534094558,0.8046
mechanism,2,A,2,DeltaCyc,3,0.00673768816786951,0.00510104425093752,0.005746125937380567,0.007758936038680447,0.8046
mechanism,2,A,2,DeltaCyc,4,-0.003540360279662658,-0.002874061187157606,-0.003925117015885645,-0.003153494679453723,0.8046
mechanism,2,A,3,PR,,7.979573399766725,7.995700144139018,7.969489955024986,7.986642809924537,0.8046
mechanism,2,A,3,DeltaCyc,2,-0.011629242312333825,-0.009763081493439185,-0.013723946870876434,-0.009577680965925532,0.8046
mechanism,2,A,3,DeltaCyc,3,0.006852469832854015,0.0051642913725329365,0.005854390610544113,0.007869862543613583,0.8046
mechanism,2,A,3,DeltaCyc,4,-0.0037188623695138287,-0.0029992803283618863,-0.004101484145195678,-0.003338049807910106,0.8046
mechanism,2,B,0,PR,,7.949632971253724,7.999148980240499,7.924656012433162,7.971528525707985,0.8046
mechanism,2,B,0,DeltaCyc,2,-0.012756473707589828,-0.011801851794276064,-0.013309000479731957,-0.012207158326608599,0.8046
mechanism,2,B,0,DeltaCyc,3,0.0052771199573776635,0.004650752150198834,0.005039593681342765,0.0055123866492300284,0.8046
mechanism,2,B,0,DeltaCyc,4,-0.0012313933687111709,-0.0010489485238052154,-0.0013040250037200923,-0.0011572813228149272,0.8046
mechanism,2,B,1,PR,,7.964619070816511,7.999054635773537,7.9424890420461205,7.983729886266665,0.8046
mechanism,2,B,1,DeltaCyc,2,-0.012945345737318504,-0.012007175880972193,-0.013522142191191036,-0.01237676032487154,0.8046
mechanism,2,B,1,DeltaCyc,3,0.005290449982315219,0.004799625092402476,0.00504329802366763,0.005536310152563595,0.8046
mechanism,2,B,1,DeltaCyc,4,-0.0011030157975210713,-0.0009703924128961899,-0.0011770672523560525,-0.00102800405771846,0.8046
mechanism,2,B,2,PR,,7.966551236592055,7.999038557367247,7.9467618333740715,7.982987667640373,0.8046
mechanism,2,B,2,DeltaCyc,2,-0.013005681877593461,-0.011896759051645611,-0.0135647827826447,-0.012454314901957569,0.8046
mechanism,2,B,2,DeltaCyc,3,0.005304450267359359,0.00473423940630846,0.005071331478302709,0.0055413880887625324,0.8046
mechanism,2,B,2,DeltaCyc,4,-0.0010480431400771053,-0.0009515934827223071,-0.0011187796821744483,-0.0009760830337359634,0.8046
mechanism,2,B,3,PR,,7.9635513663603685,7.9990344208293145,7.94097518723764,7.9828767131807865,0.8046
mechanism,2,B,3,DeltaCyc,2,-0.012775418491937241,-0.01171889940213322,-0.013341053260505937,-0.012219108519191758,0.8046
mechanism,2,B,3,DeltaCyc,3,0.005283141744123649,0.004796896096937786,0.005043991438576527,0.005522186137848603,0.8046
mechanism,2,B,3,DeltaCyc,4,-0.0011089726317543395,-0.0010162593245363338,-0.0011817769970938036,-0.0010346119091004756,0.8046
mechanism,0,A,0,PR,,7.968026057001185,7.992207390857568,7.964007069737263,7.971715087656345,0.8792
mechanism,0,A,0,DeltaCyc,2,0.013000684565904542,0.013235690161850111,0.010648439166573109,0.015358366125941856,0.8792
mechanism,0,A,0,DeltaCyc,3,-0.005471472951113606,-0.006318653709008248,-0.006623844523482411,-0.004280415377141711,0.8792
mechanism,0,A,0,DeltaCyc,4,-0.0011964713478200433,-0.0010340900200249692,-0.0017133076991005813,-0.0006941691145994158,0.8792
mechanism,0,A,1,PR,,7.949806995741998,7.991221932537494,7.936429214618453,7.961045895059773,0.8792
mechanism,0,A,1,DeltaCyc,2,0.014178934125796969,0.014843309009973882,0.011727298881777823,0.01654752040692398,0.8792
mechanism,0,A,1,DeltaCyc,3,-0.005939115175784955,-0.00619350461587026,-0.007123048983510249,-0.004735588924430227,0.8792
mechanism,0,A,1,DeltaCyc,4,-0.0014425966555801112,-0.0008326034083489253,-0.001963495680785551,-0.0009171333702453295,0.8792
mechanism,0,A,2,PR,,7.957060716291034,7.990911113713484,7.9474414422667286,7.964736172520801,0.8792
mechanism,0,A,2,DeltaCyc,2,0.017072917780305365,0.017823294838423598,0.014593468237472694,0.019453914384361625,0.8792
mechanism,0,A,2,DeltaCyc,3,-0.007787980530595359,-0.008082300876210258,-0.008973736991167127,-0.006567612656584029,0.8792
mechanism,0,A,2,DeltaCyc,4,-0.0005713447997124984,-0.00044309464890776584,-0.0010931450547824822,-4.290191446260314e-05,0.8792
mechanism,0,A,3,PR,,7.9521355780713305,7.991108530036689,7.939547864133693,7.962298666094589,0.8792
mechanism,0,A,3,DeltaCyc,2,0.012899113481111975,0.014268302061041904,0.010405984420870335,0.015423892774843077,0.8792
mechanism,0,A,3,DeltaCyc,3,-0.0051935120850756305,-0.005652572527634625,-0.006440512855773455,-0.003953021632308987,0.8792
mechanism,0,A,3,DeltaCyc,4,-0.0014413903941053385,-0.0011430307773140913,-0.0019643739617324725,-0.0008910170342877282,0.8792
mechanism,0,B,0,PR,,7.953808079921627,7.999387648755975,7.928702977623435,7.975799022562348,0.8792
mechanism,0,B,0,DeltaCyc,2,-0.007872208749833845,-0.007171039882886032,-0.008353479151519237,-0.007381444807219225,0.8792
mechanism,0,B,0,DeltaCyc,3,0.002916355667728701,0.0026175124335977573,0.0027081128855578063,0.003123141460929076,0.8792
mechanism,0,B,0,DeltaCyc,4,-0.0007926469003288054,-0.0006577432886416545,-0.0008566979887774587,-0.0007268758115262279,0.8792
mechanism,0,B,1,PR,,7.974873846482414,7.999376425061161,7.955940352798347,7.990657020269089,0.8792
mechanism,0,B,1,DeltaCyc,2,-0.007638095381313505,-0.006755801196180383,-0.008129075146125719,-0.007153645149323125,0.8792
mechanism,0,B,1,DeltaCyc,3,0.0027135011439909915,0.0023397540319124166,0.0025064031302237237,0.0029281417357961232,0.8792
mechanism,0,B,1,DeltaCyc,4,-0.0007236083370043192,-0.0005478537483435686,-0.0007907250629308287,-0.0006583675305110349,0.8792
mechanism,0,B,2,PR,,7.954549353120939,7.9994121019432045,7.928320803563875,7.977371865617533,0.8792
mechanism,0,B,2,DeltaCyc,2,-0.007492609639432174,-0.006965895057350763,-0.007987141673278485,-0.007001641811950313,0.8792
mechanism,0,B,2,DeltaCyc,3,0.0027322239979096366,0.0024526431101808965,0.002526859471997162,0.0029388060204614103,0.8792
mechanism,0,B,2,DeltaCyc,4,-0.0007185057891549596,-0.00061230009781027,-0.0007819800135797848,-0.0006543396094065311,0.8792
mechanism,0,B,3,PR,,7.9751264474969545,7.999400285963371,7.958976353174119,7.990763625970919,0.8792
mechanism,0,B,3,DeltaCyc,2,-0.007929681691715939,-0.007557959946881132,-0.008437764213549104,-0.00741634296591029,0.8792
mechanism,0,B,3,DeltaCyc,3,0.0029572802744826546,0.002402625813930581,0.002739446791476511,0.003171184476494106,0.8792
mechanism,0,B,3,DeltaCyc,4,-0.000755578625097466,-0.000600721420784156,-0.0008252837970513092,-0.0006852771811565398,0.8792
mechanism,1,A,0,PR,,7.9806218051981945,7.995960781491351,7.970801509262907,7.987526427208583,0.5504
mechanism,1,A,0,DeltaCyc,2,-0.010160325146250473,-0.008319752727117657,-0.011879502201731916,-0.008453483833842021,0.5504
mechanism,1,A,0,DeltaCyc,3,0.0046094854111515616,0.0037766123770817395,0.0037784818051089567,0.005433595005100142,0.5504
mechanism,1,A,0,DeltaCyc,4,-0.002219041792044184,-0.0019812570890233305,-0.0025424275771562827,-0.0018980822535331178,0.5504
mechanism,1,A,1,PR,,7.972314459215309,7.995289844225637,7.958192298389178,7.982991632733007,0.5504
mechanism,1,A,1,DeltaCyc,2,-0.00978276800474832,-0.00903212061336306,-0.011644247191546993,-0.007920008477250912,0.5504
mechanism,1,A,1,DeltaCyc,3,0.0036955535697443124,0.0027832880760964573,0.0028214044240467834,0.0045476926969431845,0.5504
mechanism,1,A,1,DeltaCyc,4,-0.0017593101828517696,-0.0015577714924311648,-0.0020829486736410746,-0.0014200302537892896,0.5504
mechanism,1,A,2,PR,,7.967606922932417,7.99527555348863,7.951510577873419,7.9804676499215565,0.5504
mechanism,1,A,2,DeltaCyc,2,-0.008872593230606114,-0.007592707141856531,-0.010682239992616764,-0.007058102079555944,0.5504
mechanism,1,A,2,DeltaCyc,3,0.002990959613696054,0.002091679681387376,0.0021744021824710125,0.0038099363190855135,0.5504
mechanism,1,A,2,DeltaCyc,4,-0.0015327471501194157,-0.0013402256851082484,-0.0018583452475002026,-0.0012004404332769383,0.5504
mechanism,1,A,3,PR,,7.979979162464364,7.995232605455314,7.96971779516658,7.986933772080113,0.5504
mechanism,1,A,3,DeltaCyc,2,-0.009103174619254254,-0.009165783043977027,-0.01093687582066216,-0.007255423730418037,0.5504
mechanism,1,A,3,DeltaCyc,3,0.0034745936311383805,0.002957325467801003,0.002620340736271119,0.004337904955847557,0.5504
mechanism,1,A,3,DeltaCyc,4,-0.001680347023068547,-0.001339492435541878,-0.0020176593221524685,-0.0013489002548338056,0.5504
mechanism,1,B,0,PR,,7.955289398915976,7.999171602795952,7.932712288847447,7.977190262433434,0.5504
mechanism,1,B,0,DeltaCyc,2,-0.012353387716852782,-0.011542176127024767,-0.012909662331240331,-0.011790597043341408,0.5504
mechanism,1,B,0,DeltaCyc,3,0.004800341397448655,0.004267107753682969,0.004560916969970572,0.005034744343654814,0.5504
mechanism,1,B,0,DeltaCyc,4,-0.0009670841471144399,-0.0008286920731352121,-0.0010411480820760519,-0.000893414650798678,0.5504
mechanism,1,B,1,PR,,7.953088237509396,7.9987761696210775,7.9297479366311245,7.973428670357412,0.5504
mechanism,1,B,1,DeltaCyc,2,-0.013299479913329184,-0.012747138962264065,-0.013859940739652448,-0.01271004057921878,0.5504
mechanism,1,B,1,DeltaCyc,3,0.00519848296943651,0.004750754444556249,0.004954310524264551,0.005438899364860066,0.5504
mechanism,1,B,1,DeltaCyc,4,-0.000993307169908501,-0.0009037534971958472,-0.0010670508776830284,-0.000917274556807535,0.5504
mechanism,1,B,2,PR,,7.965205401743572,7.998918689499592,7.943821281647072,7.98376234567527,0.5504
mechanism,1,B,2,DeltaCyc,2,-0.01310719270472258,-0.012769207202923655,-0.013649923764765412,-0.012566245226868474,0.5504
mechanism,1,B,2,DeltaCyc,3,0.005054962508059518,0.004413596880461251,0.004820613424190333,0.005282908721475564,0.5504
mechanism,1,B,2,DeltaCyc,4,-0.000972934827398984,-0.0008574133414651353,-0.0010458195899985083,-0.0009002488963041579,0.5504
mechanism,1,B,3,PR,,7.963569526597807,7.998894220946035,7.941117106157752,7.9828507595831715,0.5504
mechanism,1,B,3,DeltaCyc,2,-0.013657008454219494,-0.013164808515775561,-0.014211418102297844,-0.013118328070231567,0.5504
mechanism,1,B,3,DeltaCyc,3,0.005288174548818998,0.004861183782137651,0.005058265798285014,0.0055208926945560215,0.5504
mechanism,1,B,3,DeltaCyc,4,-0.0010190094492952733,-0.000912100078417577,-0.001093146411113985,-0.0009457266210028498,0.5504
